legacy_url,disposition,target_url,redirect_code,reason,owner,priority,implementation_layer,url_class,source,has_organic_traffic,has_external_links
/wp-content/uploads/2022/07/comparison-sitegenesis-sfra-pwa.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2022/07/controllers.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/custom-api-custom-object.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-add-hostname-second-step.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-add-hostname.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-crypto-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-customize-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-firewall-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-interface-update.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-overview.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-speed-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-upload-certificate.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-verification-needed-step2.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-verification-needed.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ecdn-waf-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/get-customer-custom-api-response.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/manage-get-customer-object.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ocapi-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/pipelines.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/postman-variables-custom-api.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/pwa-kit.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/ruth-architect.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2022/07/sfcc-history.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/sfra-vs-sitegenesis.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/site-specific-quota-limit-information.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/07/sitegenesis.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/08/session-bridge-guest-basket-insecure-order.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/08/session-bridge-guest-basket-secure-order.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/08/session-bridge-mobile-app-v3-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/08/system-overview-journey-of-a-request.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2022/08/system-overview-systems-v2.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2022/09/ecdn-staging.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2022/09/inventory-grouping.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/09/oci-included-in-license.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2022/09/omnichannel-inventory.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/09/salesforce-order-management.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2022/10/commerce-on-core-subscriptions.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/10/commerce-on-core.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/10/hook-return-behaviour.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2022/10/hooks-return-status-to-short-circuit.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2022/10/slas-trusted-agent.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/11/26df11a8-62ec-44cd-bf3b-6ff9ab46bee8-768x432.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2022/11/26df11a8-62ec-44cd-bf3b-6ff9ab46bee8.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:1|search-console:pages,1,
/wp-content/uploads/2022/11/account-manager-api-client-token-format.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/11/sales.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/11/screenshot-2022-06-01-at-20.31.35-e1654104790984.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2022/11/sfcc-quota-alerts.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/chatgpt-faq-2022.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/chatgpt-warnings.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/hsts-business-manager-sfcc-1024x516.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2022/12/salesforce-apex-trigger-chatgpt-download-reviews.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/salesforce-apex-trigger-fixed-chatgpt.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/sfra-prepend-controller-chatgpt.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2022/12/sfra-prepend-reviews-chatgpt-attempt2.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/01/accreditations-vs-certifications.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/01/ocapi-settings-with-cache.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/01/order-of-execution-simplified-apex-api-v56.0.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/01/page-designer-structure-oldv2-753x1024.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2023/01/partner-benefits.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/01/react-js-768x384.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2023/01/salesforce-credentials-vouchers-personv2.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/02/bearer-token-authorization-header.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/02/campaign-store-groups-sfcc.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2023/02/salesforce-b2c-commerce-cloud-diagram-campaign-erd.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2023/02/salesforce-b2c-commerce-cloud-diagram-content-erd-1.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/02/salesforce-b2c-commerce-cloud-diagram-customer-erd.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/02/salesforce-b2c-commerce-cloud-diagram-product-catalog-erd-1.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2023/03/salesforce-b2c-commerce-cloud-diagram-basket-order-erdv2.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/03/sfcc-content-assets-with-ai.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/04/ocapi-expand-parameter-caching.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/04/pod-realm-and-instances-transparent.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/05/b2c-commerce-cloud-roll-your-own.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/05/managed-runtime-projects-environments.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/05/ocapi-and-scapi-performance-reports.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,crawl:depth:1|search-console:pages,1,
/wp-content/uploads/2023/05/salesforce-commerce-cloud-managed-runtime.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/06/composable-storefront-architecture-scaled.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/07/generating-a-post-image.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/07/generating-a-post-title.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/07/github-copilot-react.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/07/grammarly-and-content.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,keep,/wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,,Owner-approved PDF attachment preserved at the legacy static path so the article keeps a direct download.,seo-owner,high,pages-static,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/10/ecdn-renewable-certificates.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,keep,/wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,,Owner-approved PDF attachment preserved at the legacy static path so the article keeps a direct download.,seo-owner,high,pages-static,attachment,crawl:depth:2|search-console:pages,1,
/wp-content/uploads/2023/11/base-variation-group-variant-explained.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/11/job-import-generic-mapping.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/11/variations-quota-limit-sfcc.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/12/configure-chunk-job-business-manager-scaled.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2023/12/quota-limit-warning-scaled.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/01/locale-fallback-en-uk.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/01/sfcc-localisation-config.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/02/javascript-and-css-scoping-in-sfra-2.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/02/package-json-changes-7.0.0.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/02/partioned-cookies-in-sfcc.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/02/webdav-client-application-permissions.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/02/webdav-role-permissions.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/04/images-in-sfcc-page-designer-1024x512.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2024/10/multi-layered-caching.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2024/10/scapi-server-side-web-tier-caching.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/10/sfra-prepend-home-show.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2024/11/clearing-httpclient-response-cache.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/cloudflare-origin-shielding-error.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/configuring-underlying-clients.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/online-protected-sfcc.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/sfcc-service-framework.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/storefront-protection-password-sfcc.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/11/third-party-service-caching-results-e1731261763486.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2024/12/sfcc-email-settings.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2025/04/defining-shared-variation-attributes.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/04/shared-variation-attributes.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/ai-rubber-duck-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/core-web-vitals-visualised-e1750704059141.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/img_0132-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/rhino-with-ai-agents-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,attachment,search-console:pages,1,
/wp-content/uploads/2025/06/server-side-rendering-client-side.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/sitemap-business-manager-custom-sitemaps-sfcc.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/sitemap-business-manager-job.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/sitemap-business-manager-sfcc.jpg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/spa-performance-bottlenecks-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/taming-the-third-party-script-beast-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/the-ai-composer-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/06/the-architect-mindset-as-a-developer-with-ai-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/2025/07/dis-traffic-jam-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2025/07/ods-custom-caches-business-manager.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2025/07/sfcc-when-not-to-use-dis-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2025/08/page-meta-tag-rules-sfcc-preview-scaled.png,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/2025/08/syntax-cheat-sheet-rosetta-stone-scaled.jpeg,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/elementor/css/post-1011.css?ver=1772886381,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10175.css?ver=1772877449,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10453.css?ver=1772875915,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10508.css?ver=1772921196,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10587.css?ver=1772902955,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-1061.css?ver=1772882795,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10642.css?ver=1772895468,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-10683.css?ver=1772909015,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-1077.css?ver=1772876452,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/elementor/css/post-11082.css?ver=1772894715,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11181.css?ver=1772878985,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-1124.css?ver=1772883566,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:1,,
/wp-content/uploads/elementor/css/post-11255.css?ver=1772879441,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11362.css?ver=1772885980,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11566.css?ver=1772875660,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-1161.css?ver=1772896990,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11627.css?ver=1772912106,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11658.css?ver=1772875915,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
/wp-content/uploads/elementor/css/post-11710.css?ver=1772877532,retire,,,Class attachment defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,attachment,crawl:depth:2,,
