route,file_path,template_family,indexable,status,blocking_failures,warnings,title,description,canonical,expected_canonical,robots,og_title,og_description,og_type,og_url,og_image,meta_refresh
/lets-go-live-seo/,public/lets-go-live-seo/index.html,post,yes,pass,,,Let's GO-LIVE: SEO | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. Part 3: SEO",https://www.rhino-inquisitor.com/lets-go-live-seo/,https://www.rhino-inquisitor.com/lets-go-live-seo/,"index, follow",Let's GO-LIVE: SEO | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. Part 3: SEO",article,https://www.rhino-inquisitor.com/lets-go-live-seo/,https://www.rhino-inquisitor.com/media/2022/sitemap-c717c2a8e7_hu_5f6d0976fe556862.webp,no
/lets-go-live-customer-migration/,public/lets-go-live-customer-migration/index.html,post,yes,pass,,,Let’s GO-LIVE: Customer Migration | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. This time: Customer Migration",https://www.rhino-inquisitor.com/lets-go-live-customer-migration/,https://www.rhino-inquisitor.com/lets-go-live-customer-migration/,"index, follow",Let’s GO-LIVE: Customer Migration | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. This time: Customer Migration",article,https://www.rhino-inquisitor.com/lets-go-live-customer-migration/,https://www.rhino-inquisitor.com/media/2022/data-migration-2fc1d03d2f_hu_7a6437ec26c6952b.webp,no
/lets-go-live-ecdn/,public/lets-go-live-ecdn/index.html,post,yes,pass,,,Let's GO-LIVE: eCDN | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. Part I: eCDN",https://www.rhino-inquisitor.com/lets-go-live-ecdn/,https://www.rhino-inquisitor.com/lets-go-live-ecdn/,"index, follow",Let's GO-LIVE: eCDN | Rhino Inquisitor,"Bringing your first site live on SFCC can be challenging. In this series, we will be looking at different parts. Part I: eCDN",article,https://www.rhino-inquisitor.com/lets-go-live-ecdn/,https://www.rhino-inquisitor.com/media/2022/ecdn-5035a37164_hu_eb25d941890d3752.webp,no
/life-is-about-choices/,public/life-is-about-choices/index.html,post,yes,pass,,,Life is about choices | Rhino Inquisitor,"Have you ever wondered how some people seem to have it all together? How do they manage to balance work, family, and personal interests?",https://www.rhino-inquisitor.com/life-is-about-choices/,https://www.rhino-inquisitor.com/life-is-about-choices/,"index, follow",Life is about choices | Rhino Inquisitor,"Have you ever wondered how some people seem to have it all together? How do they manage to balance work, family, and personal interests?",article,https://www.rhino-inquisitor.com/life-is-about-choices/,https://www.rhino-inquisitor.com/media/2023/choice-7e620aaf1c_hu_bc78a8878fa882ed.webp,no
/leveraging-generic-mappings-in-sfcc/,public/leveraging-generic-mappings-in-sfcc/index.html,post,yes,pass,,,Leveraging Generic Mapping for Efficient Data Integration | Rhino Inquisitor,"See how generic mappings can simplify SFCC data integrations, reduce custom transformation code, and improve maintainability.",https://www.rhino-inquisitor.com/leveraging-generic-mappings-in-sfcc/,https://www.rhino-inquisitor.com/leveraging-generic-mappings-in-sfcc/,"index, follow",Leveraging Generic Mapping for Efficient Data Integration | Rhino Inquisitor,"See how generic mappings can simplify SFCC data integrations, reduce custom transformation code, and improve maintainability.",article,https://www.rhino-inquisitor.com/leveraging-generic-mappings-in-sfcc/,https://www.rhino-inquisitor.com/media/2023/a-robot-connecting-data-files-3fa4ea9dce_hu_7059438eac5e07c4.webp,no
/local-vs-shared-variation-attributes-sfcc/,public/local-vs-shared-variation-attributes-sfcc/index.html,post,yes,pass,,,Local vs Shared Variation Attributes in Commerce Cloud | Rhino Inquisitor,Understand when to use local or shared variation attributes in Commerce Cloud and how each model affects merchandising and product data.,https://www.rhino-inquisitor.com/local-vs-shared-variation-attributes-sfcc/,https://www.rhino-inquisitor.com/local-vs-shared-variation-attributes-sfcc/,"index, follow",Local vs Shared Variation Attributes in Commerce Cloud | Rhino Inquisitor,Understand when to use local or shared variation attributes in Commerce Cloud and how each model affects merchandising and product data.,article,https://www.rhino-inquisitor.com/local-vs-shared-variation-attributes-sfcc/,https://www.rhino-inquisitor.com/media/2025/variation-attributes-e1743754688196-8eda8ce6ea_hu_7832f707810eb17d.webp,no
/mail-attachments-in-b2c-commerce-cloud/,public/mail-attachments-in-b2c-commerce-cloud/index.html,post,yes,pass,,,Mail Attachments in B2C Commerce Cloud | Rhino Inquisitor,"Learn how to send emails with attachments from Salesforce B2C Commerce Cloud using ISML, including setup details and implementation pitfalls.",https://www.rhino-inquisitor.com/mail-attachments-in-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/mail-attachments-in-b2c-commerce-cloud/,"index, follow",Mail Attachments in B2C Commerce Cloud | Rhino Inquisitor,"Learn how to send emails with attachments from Salesforce B2C Commerce Cloud using ISML, including setup details and implementation pitfalls.",article,https://www.rhino-inquisitor.com/mail-attachments-in-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/mail-a7e287274f_hu_4fb332e4019cc241.webp,no
/life-with-goldie/,public/life-with-goldie/index.html,page,yes,pass,,,Life With Goldie | Rhino Inquisitor,https://www.youtube.com/watch?v=u0mlLP\ M6HU A fun interview about my journey within the Salesforce Ohana and how I received my Golden Hoodie in 2022 at,https://www.rhino-inquisitor.com/life-with-goldie/,https://www.rhino-inquisitor.com/life-with-goldie/,"index, follow",Life With Goldie | Rhino Inquisitor,https://www.youtube.com/watch?v=u0mlLP\ M6HU A fun interview about my journey within the Salesforce Ohana and how I received my Golden Hoodie in 2022 at,website,https://www.rhino-inquisitor.com/life-with-goldie/,https://www.rhino-inquisitor.com/media/2022/yte-hd-image-96d2c1f499_hu_cf3204d385a2666e.webp,no
/mastering-sitemaps-in-sfcc/,public/mastering-sitemaps-in-sfcc/index.html,post,yes,pass,,,Mastering Sitemaps in SFCC | Rhino Inquisitor,"Learn how sitemaps work in Salesforce B2C Commerce Cloud, how to configure them correctly, and what developers should monitor for SEO.",https://www.rhino-inquisitor.com/mastering-sitemaps-in-sfcc/,https://www.rhino-inquisitor.com/mastering-sitemaps-in-sfcc/,"index, follow",Mastering Sitemaps in SFCC | Rhino Inquisitor,"Learn how sitemaps work in Salesforce B2C Commerce Cloud, how to configure them correctly, and what developers should monitor for SEO.",article,https://www.rhino-inquisitor.com/mastering-sitemaps-in-sfcc/,https://www.rhino-inquisitor.com/media/2025/sitemaps-in-sfcc-53a1b08bb8_hu_57de1e7c3e929f7a.webp,no
/me-myself-and-headless-a-composable-commerce-cloud-story/,public/me-myself-and-headless-a-composable-commerce-cloud-story/index.html,page,yes,pass,,,"Me, Myself, and Headless: A Composable Commerce Cloud story | Rhino Inquisitor",Salesforce Commerce Cloud has shifted its focus to investing in Headless development for the past two years. Mobify was acquired!,https://www.rhino-inquisitor.com/me-myself-and-headless-a-composable-commerce-cloud-story/,https://www.rhino-inquisitor.com/me-myself-and-headless-a-composable-commerce-cloud-story/,"index, follow","Me, Myself, and Headless: A Composable Commerce Cloud story | Rhino Inquisitor",Salesforce Commerce Cloud has shifted its focus to investing in Headless development for the past two years. Mobify was acquired!,website,https://www.rhino-inquisitor.com/me-myself-and-headless-a-composable-commerce-cloud-story/,https://www.rhino-inquisitor.com/media/2022/image-596c8a1379_hu_fe30b669a6827785.webp,no
/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,public/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Mastering Chunk-Oriented Job Steps in SFCC | Rhino Inquisitor,"Salesforce B2C Commerce Cloud offers a robust, flexible Jobs framework vital for performing scheduled or on-demand tasks for e-commerce operations.",https://www.rhino-inquisitor.com/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,"index, follow",Mastering Chunk-Oriented Job Steps in SFCC | Rhino Inquisitor,"Salesforce B2C Commerce Cloud offers a robust, flexible Jobs framework vital for performing scheduled or on-demand tasks for e-commerce operations.",article,https://www.rhino-inquisitor.com/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2023/boxes-grouped-in-warehouse-0d6eb67465_hu_ee9c2e093a2fdf79.webp,no
/new-apis-and-features-for-a-headless-sfcc/,public/new-apis-and-features-for-a-headless-sfcc/index.html,post,yes,pass,,,New APIs and Features for a Headless B2C Commerce Cloud | Rhino Inquisitor,"Review the new SCAPI and headless platform features in Salesforce B2C Commerce Cloud, and see which updates matter most for composable storefront teams.",https://www.rhino-inquisitor.com/new-apis-and-features-for-a-headless-sfcc/,https://www.rhino-inquisitor.com/new-apis-and-features-for-a-headless-sfcc/,"index, follow",New APIs and Features for a Headless B2C Commerce Cloud | Rhino Inquisitor,"Review the new SCAPI and headless platform features in Salesforce B2C Commerce Cloud, and see which updates matter most for composable storefront teams.",article,https://www.rhino-inquisitor.com/new-apis-and-features-for-a-headless-sfcc/,https://www.rhino-inquisitor.com/media/2023/robot-operating-on-its-own-head-797d8fde74_hu_f5451e91127a17de.webp,no
/migrate-magento-passwords-using-argon2/,public/migrate-magento-passwords-using-argon2/index.html,post,yes,pass,,,How to migrate passwords from Magento using Argon2 | Rhino Inquisitor,"Learn how to migrate Magento passwords with Argon2, preserve account access, and plan a safer authentication transition.",https://www.rhino-inquisitor.com/migrate-magento-passwords-using-argon2/,https://www.rhino-inquisitor.com/migrate-magento-passwords-using-argon2/,"index, follow",How to migrate passwords from Magento using Argon2 | Rhino Inquisitor,"Learn how to migrate Magento passwords with Argon2, preserve account access, and plan a safer authentication transition.",article,https://www.rhino-inquisitor.com/migrate-magento-passwords-using-argon2/,https://www.rhino-inquisitor.com/media/2024/cryptography-668cd24089_hu_a24bf53c24ee58d2.webp,no
/navigating-dates-calendars-in-sfcc/,public/navigating-dates-calendars-in-sfcc/index.html,post,yes,pass,,,"Dates, Calendars, and Time Zones in SFCC | Rhino Inquisitor","Learn how SFCC handles dates, calendars, and time zones so you can avoid subtle scheduling bugs and localization issues in production.",https://www.rhino-inquisitor.com/navigating-dates-calendars-in-sfcc/,https://www.rhino-inquisitor.com/navigating-dates-calendars-in-sfcc/,"index, follow","Dates, Calendars, and Time Zones in SFCC | Rhino Inquisitor","Learn how SFCC handles dates, calendars, and time zones so you can avoid subtle scheduling bugs and localization issues in production.",article,https://www.rhino-inquisitor.com/navigating-dates-calendars-in-sfcc/,https://www.rhino-inquisitor.com/media/2023/a-clock-as-a-shopping-bag-7fc3eb9c21_hu_39349507bd7962c4.webp,no
/non-technical-sfcc-certifications/,public/non-technical-sfcc-certifications/index.html,post,yes,pass,,,Non-Technical Salesforce B2C Commerce Certifications | Rhino Inquisitor,"Salesforce B2C Commerce Cloud appears to only have certifications for developers, but is this true? Are there other options available?",https://www.rhino-inquisitor.com/non-technical-sfcc-certifications/,https://www.rhino-inquisitor.com/non-technical-sfcc-certifications/,"index, follow",Non-Technical Salesforce B2C Commerce Certifications | Rhino Inquisitor,"Salesforce B2C Commerce Cloud appears to only have certifications for developers, but is this true? Are there other options available?",article,https://www.rhino-inquisitor.com/non-technical-sfcc-certifications/,https://www.rhino-inquisitor.com/media/2023/einstein-shopping-scaled-5e1e2b427b_hu_8d3693ed43611477.webp,no
/office-hours-for-salesforce-b2c-commerce-cloud/,public/office-hours-for-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Office Hours for Salesforce B2C Commerce Cloud | Rhino Inquisitor,You might have some burning questions about Salesforce B2C Commerce Cloud. Or do you want to stay up to date? Then join Office Hours!,https://www.rhino-inquisitor.com/office-hours-for-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/office-hours-for-salesforce-b2c-commerce-cloud/,"index, follow",Office Hours for Salesforce B2C Commerce Cloud | Rhino Inquisitor,You might have some burning questions about Salesforce B2C Commerce Cloud. Or do you want to stay up to date? Then join Office Hours!,article,https://www.rhino-inquisitor.com/office-hours-for-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/question-answer-e73f7d862a_hu_9f3e19eab28527c0.webp,no
/offline/,public/offline/index.html,page,yes,pass,,,Offline | Rhino Inquisitor,"Offline You are currently offline, and this page was not saved to your device. Please try again once you reconnect to the internet.",https://www.rhino-inquisitor.com/offline/,https://www.rhino-inquisitor.com/offline/,"index, follow",Offline | Rhino Inquisitor,"Offline You are currently offline, and this page was not saved to your device. Please try again once you reconnect to the internet.",website,https://www.rhino-inquisitor.com/offline/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/pages/,public/pages/index.html,page,yes,pass,,,Pages | Rhino Inquisitor,"Reference pages, evergreen explainers, and supporting utilities from Rhino Inquisitor.",https://www.rhino-inquisitor.com/pages/,https://www.rhino-inquisitor.com/pages/,"index, follow",Pages | Rhino Inquisitor,"Reference pages, evergreen explainers, and supporting utilities from Rhino Inquisitor.",website,https://www.rhino-inquisitor.com/pages/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/podcasts-for-salesforce-b2c-commerce-cloud/,public/podcasts-for-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Podcasts about Salesforce B2C Commerce Cloud | Rhino Inquisitor,"There are many Salesforce-related podcasts available on the web, but which of those are interesting to follow as an SFCC enthusiast.",https://www.rhino-inquisitor.com/podcasts-for-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/podcasts-for-salesforce-b2c-commerce-cloud/,"index, follow",Podcasts about Salesforce B2C Commerce Cloud | Rhino Inquisitor,"There are many Salesforce-related podcasts available on the web, but which of those are interesting to follow as an SFCC enthusiast.",article,https://www.rhino-inquisitor.com/podcasts-for-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/headphones-in-the-clouds-b2df8fafce_hu_48a9ae31477a41a9.webp,no
/pdf-and-salesforce-commerce-cloud-b2c/,public/pdf-and-salesforce-commerce-cloud-b2c/index.html,post,yes,pass,,,PDF And Salesforce B2C Commerce Cloud | Rhino Inquisitor,"Everyone knows PDF, right? It has been around for many years, and now we can use its full potential within Salesforce Commerce Cloud!",https://www.rhino-inquisitor.com/pdf-and-salesforce-commerce-cloud-b2c/,https://www.rhino-inquisitor.com/pdf-and-salesforce-commerce-cloud-b2c/,"index, follow",PDF And Salesforce B2C Commerce Cloud | Rhino Inquisitor,"Everyone knows PDF, right? It has been around for many years, and now we can use its full potential within Salesforce Commerce Cloud!",article,https://www.rhino-inquisitor.com/pdf-and-salesforce-commerce-cloud-b2c/,https://www.rhino-inquisitor.com/media/2022/pdf-and-sfcc-f66c1d7bc5_hu_1aa0d9265f382cdf.webp,no
/phase-3-performance-baseline/,public/phase-3-performance-baseline/index.html,post,yes,pass,,,Phase 3 Performance Baseline | Rhino Inquisitor,"Representative scaffold article used to validate asset policy, image handling, and Lighthouse CI in Phase 3.",https://www.rhino-inquisitor.com/phase-3-performance-baseline/,https://www.rhino-inquisitor.com/phase-3-performance-baseline/,"index, follow",Phase 3 Performance Baseline | Rhino Inquisitor,"Representative scaffold article used to validate asset policy, image handling, and Lighthouse CI in Phase 3.",article,https://www.rhino-inquisitor.com/phase-3-performance-baseline/,https://www.rhino-inquisitor.com/phase-3-performance-baseline/hero_hu_b18da9e0315abbc0.webp,no
/posts/,public/posts/index.html,page,yes,pass,,,Posts | Rhino Inquisitor,"Find deep dives, guides, and best practices from the Rhino Inquisitor archive.",https://www.rhino-inquisitor.com/posts/,https://www.rhino-inquisitor.com/posts/,"index, follow",Posts | Rhino Inquisitor,"Find deep dives, guides, and best practices from the Rhino Inquisitor archive.",website,https://www.rhino-inquisitor.com/posts/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/preparing-for-the-b2c-commerce-developer-certification/,public/preparing-for-the-b2c-commerce-developer-certification/index.html,post,yes,pass,,,Preparing for the B2C Commerce Developer Certification | Rhino Inquisitor,"Prepare for the B2C Commerce Developer Certification with a practical starting point, study focus areas, and next steps.",https://www.rhino-inquisitor.com/preparing-for-the-b2c-commerce-developer-certification/,https://www.rhino-inquisitor.com/preparing-for-the-b2c-commerce-developer-certification/,"index, follow",Preparing for the B2C Commerce Developer Certification | Rhino Inquisitor,"Prepare for the B2C Commerce Developer Certification with a practical starting point, study focus areas, and next steps.",article,https://www.rhino-inquisitor.com/preparing-for-the-b2c-commerce-developer-certification/,https://www.rhino-inquisitor.com/media/2022/b2c-commerce-developer-72d9df9035_hu_e631389822383ebb.webp,no
/real-time-inventory-checks-in-sfcc/,public/real-time-inventory-checks-in-sfcc/index.html,post,yes,pass,,,Real-Time Inventory Checks in SFCC | Rhino Inquisitor,"Learn when real-time inventory checks improve the customer experience, where they add risk, and how to balance speed with accuracy.",https://www.rhino-inquisitor.com/real-time-inventory-checks-in-sfcc/,https://www.rhino-inquisitor.com/real-time-inventory-checks-in-sfcc/,"index, follow",Real-Time Inventory Checks in SFCC | Rhino Inquisitor,"Learn when real-time inventory checks improve the customer experience, where they add risk, and how to balance speed with accuracy.",article,https://www.rhino-inquisitor.com/real-time-inventory-checks-in-sfcc/,https://www.rhino-inquisitor.com/media/2025/stampede-to-a-single-endpoin-t-scaled-2d591aef78_hu_da6c14e421bc341b.webp,no
/reflecting-on-2-years-of-blogging/,public/reflecting-on-2-years-of-blogging/index.html,post,yes,pass,,,Two Years of Blogging in the SFCC Ecosystem | Rhino Inquisitor,"A look back at two years of Rhino Inquisitor, the lessons behind the posts, and how the blog's focus has evolved over time.",https://www.rhino-inquisitor.com/reflecting-on-2-years-of-blogging/,https://www.rhino-inquisitor.com/reflecting-on-2-years-of-blogging/,"index, follow",Two Years of Blogging in the SFCC Ecosystem | Rhino Inquisitor,"A look back at two years of Rhino Inquisitor, the lessons behind the posts, and how the blog's focus has evolved over time.",article,https://www.rhino-inquisitor.com/reflecting-on-2-years-of-blogging/,https://www.rhino-inquisitor.com/media/2024/on-a-road-in-the-clouds-a111208978_hu_9b3851e49cfffa48.webp,no
/privacy-policy/,public/privacy-policy/index.html,page,yes,pass,,,Privacy Policy | Rhino Inquisitor,Who we are Our website address is https://www.rhino-inquisitor.com/. Explore the full page on Rhino Inquisitor for additional context.,https://www.rhino-inquisitor.com/privacy-policy/,https://www.rhino-inquisitor.com/privacy-policy/,"index, follow",Privacy Policy | Rhino Inquisitor,Who we are Our website address is https://www.rhino-inquisitor.com/. Explore the full page on Rhino Inquisitor for additional context.,website,https://www.rhino-inquisitor.com/privacy-policy/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/salesforce-b2c-commerce-cloud-22-10/,public/salesforce-b2c-commerce-cloud-22-10/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud 22.10 | Rhino Inquisitor,Review the Salesforce B2C Commerce Cloud 22.10 release and the final platform updates worth noting before the year wraps up.,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-10/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-10/,"index, follow",Salesforce B2C Commerce Cloud 22.10 | Rhino Inquisitor,Review the Salesforce B2C Commerce Cloud 22.10 release and the final platform updates worth noting before the year wraps up.,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-10/,https://www.rhino-inquisitor.com/media/2022/tiktok-1-d92d51296d_hu_a2969d80f8476bc5.webp,no
/salesforce-b2c-commerce-cloud-22-9-release/,public/salesforce-b2c-commerce-cloud-22-9-release/index.html,post,yes,pass,,"duplicate description across 2 routes (/salesforce-b2c-commerce-cloud-22-9-release/, /salesforce-b2c-commerce-cloud-22-8/)",Salesforce B2C Commerce Cloud 22.9 release | Rhino Inquisitor,"With Salesforce B2C Commerce Cloud, you get new candy to play with every month. What does this month's jar have in store for us?",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-9-release/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-9-release/,"index, follow",Salesforce B2C Commerce Cloud 22.9 release | Rhino Inquisitor,"With Salesforce B2C Commerce Cloud, you get new candy to play with every month. What does this month's jar have in store for us?",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-9-release/,https://www.rhino-inquisitor.com/media/2022/copy-paste-page-designer-full-d97d9a9ee9_hu_eff7d47bdd25d99e.webp,no
/salesforce-b2c-commerce-cloud-22-8/,public/salesforce-b2c-commerce-cloud-22-8/index.html,post,yes,pass,,"duplicate description across 2 routes (/salesforce-b2c-commerce-cloud-22-9-release/, /salesforce-b2c-commerce-cloud-22-8/)",Salesforce B2C Commerce Cloud 22.8 | Rhino Inquisitor,"With Salesforce B2C Commerce Cloud, you get new candy to play with every month. What does this month's jar have in store for us?",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-8/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-8/,"index, follow",Salesforce B2C Commerce Cloud 22.8 | Rhino Inquisitor,"With Salesforce B2C Commerce Cloud, you get new candy to play with every month. What does this month's jar have in store for us?",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-22-8/,https://www.rhino-inquisitor.com/media/2022/85e37556-72f2-49a5-b436-a5616e9776a7-3984eb1bb9_hu_61193d014c09f251.webp,no
/salesforce-b2c-commerce-cloud-23-1/,public/salesforce-b2c-commerce-cloud-23-1/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud 23.1 | Rhino Inquisitor,A new year means releases for Salesforce B2C Commerce Cloud are back! Let us have a look if there are some presents for us!,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-1/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-1/,"index, follow",Salesforce B2C Commerce Cloud 23.1 | Rhino Inquisitor,A new year means releases for Salesforce B2C Commerce Cloud are back! Let us have a look if there are some presents for us!,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-1/,https://www.rhino-inquisitor.com/media/2022/a-shopping-cart-with-fireworks-d5005827cc_hu_f3b5ff28497f109b.webp,no
/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,public/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.html,post,yes,pass,,,SFCC 23.10 Release Overview | Rhino Inquisitor,"It's a yearly tradition not to release major updates during the holiday season to maintain platform stability, so here we are with the final release of",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,"index, follow",SFCC 23.10 Release Overview | Rhino Inquisitor,"It's a yearly tradition not to release major updates during the holiday season to maintain platform stability, so here we are with the final release of",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,https://www.rhino-inquisitor.com/media/2023/shopping-carts-on-a-tablet-fa1824b0b9_hu_c938beae0da3f7f4.webp,no
/salesforce-b2c-commerce-cloud-23-2/,public/salesforce-b2c-commerce-cloud-23-2/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud 23.2 | Rhino Inquisitor,"Review the Salesforce B2C Commerce Cloud 23.2 release, including Page Designer and SCAPI changes developers should notice.",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-2/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-2/,"index, follow",Salesforce B2C Commerce Cloud 23.2 | Rhino Inquisitor,"Review the Salesforce B2C Commerce Cloud 23.2 release, including Page Designer and SCAPI changes developers should notice.",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-2/,https://www.rhino-inquisitor.com/media/2023/artist-painting-on-screen-7d21e84105_hu_2cb3cd5cd1e7efaa.webp,no
/salesforce-b2c-commerce-cloud-23-3-release/,public/salesforce-b2c-commerce-cloud-23-3-release/index.html,post,yes,pass,,,The Salesforce B2C Commerce Cloud 23.3 release explained | Rhino Inquisitor,"Another month, another release from Salesforce B2C Commerce Cloud! Read the full article on Rhino Inquisitor for implementation details.",https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-3-release/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-3-release/,"index, follow",The Salesforce B2C Commerce Cloud 23.3 release explained | Rhino Inquisitor,"Another month, another release from Salesforce B2C Commerce Cloud! Read the full article on Rhino Inquisitor for implementation details.",article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-23-3-release/,https://www.rhino-inquisitor.com/media/2023/shopping-cart-in-sand-7c8677e7ff_hu_aa38c9df455802c8.webp,no
/salesforce-b2c-commerce-cloud-content-erd/,public/salesforce-b2c-commerce-cloud-content-erd/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Content ERD | Rhino Inquisitor,You have probably come out empty-handed when scouring the documentation for the Content ERD (Entity–relationship model) of Salesforce B2C Commerce Cloud.,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-content-erd/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-content-erd/,"index, follow",Salesforce B2C Commerce Cloud Content ERD | Rhino Inquisitor,You have probably come out empty-handed when scouring the documentation for the Content ERD (Entity–relationship model) of Salesforce B2C Commerce Cloud.,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-content-erd/,https://www.rhino-inquisitor.com/media/2023/digital-documents-connected-with-wires-a9bf53e13a_hu_be6f3c5771d7e661.webp,no
/salesforce-b2c-commerce-cloud-catalog-erd/,public/salesforce-b2c-commerce-cloud-catalog-erd/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Product And Catalog ERD | Rhino Inquisitor,Are you wondering what entities make up a product or catalog in SFCC and how they are connected? Then look no more! Here is a small ERD.,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-catalog-erd/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-catalog-erd/,"index, follow",Salesforce B2C Commerce Cloud Product And Catalog ERD | Rhino Inquisitor,Are you wondering what entities make up a product or catalog in SFCC and how they are connected? Then look no more! Here is a small ERD.,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-catalog-erd/,https://www.rhino-inquisitor.com/media/2023/cardboard-boxes-connected-with-wires-d5a7ad5c03_hu_fb5e9bf4b4c9d56e.webp,no
/salesforce-b2c-commerce-cloud-customer-erd/,public/salesforce-b2c-commerce-cloud-customer-erd/index.html,post,yes,pass,,,Salesforce B2C Commerce Cloud Customer ERD | Rhino Inquisitor,Are you wondering what entities make up a customer in SFCC and how they are connected? Then look no more! Here is a small ERD.,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-customer-erd/,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-customer-erd/,"index, follow",Salesforce B2C Commerce Cloud Customer ERD | Rhino Inquisitor,Are you wondering what entities make up a customer in SFCC and how they are connected? Then look no more! Here is a small ERD.,article,https://www.rhino-inquisitor.com/salesforce-b2c-commerce-cloud-customer-erd/,https://www.rhino-inquisitor.com/media/2022/ruth-architect-985a2e68a5_hu_b55099097129a82b.webp,no
