legacy_url,target_url,intent_class,review_status,reviewer,notes
/category/external/salesforce-ben/,/category/salesforce-ben/,exact-equivalent,approved,Thomas Theunen,Flatten nested external Salesforce Ben category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/ai/,/category/ai/,exact-equivalent,approved,Thomas Theunen,Flatten nested AI category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/architecture/,/category/architecture/,exact-equivalent,approved,Thomas Theunen,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/documentation/,/category/salesforce-commerce-cloud/,consolidated-equivalent,approved,Thomas Theunen,Flatten nested documentation category route to the approved broader Hugo category target per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as consolidated-equivalent because the nested documentation taxonomy route intentionally consolidates into the broader surviving /category/salesforce-commerce-cloud/ category rather than a one-to-one replacement.
/category/salesforce-commerce-cloud/erd/,/category/erd/,exact-equivalent,approved,Thomas Theunen,Flatten nested ERD category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/go-live/,/category/go-live/,exact-equivalent,approved,Thomas Theunen,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/release-notes/,/category/release-notes/,exact-equivalent,approved,Thomas Theunen,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/salesforce-commerce-cloud/technical/,/category/technical/,exact-equivalent,approved,Thomas Theunen,Flatten nested technical category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/video/podcasts/,/category/podcasts/,exact-equivalent,approved,Thomas Theunen,Flatten nested video podcasts category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/video/sessions/,/category/sessions/,exact-equivalent,approved,Thomas Theunen,Flatten nested video sessions category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/delta-exports-in-salesforce-b2c-commerce/,/delta-exports-in-salesforce-b2c-commerce-cloud/,exact-equivalent,approved,Thomas Theunen,"Owner-approved merge: Search Console discovered alternate legacy path consolidated into the source-backed cloud article. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the legacy path and destination represent the same surviving page content, with only the canonical Hugo slug changing."
/feed/atom/,/feed/,consolidated-equivalent,approved,Thomas Theunen,Legacy Atom feed variant consolidates to the canonical /feed/ endpoint approved in RHI-013; Atom parity is optional and non-blocking. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as consolidated-equivalent because the legacy Atom feed variant intentionally consolidates to the canonical /feed/ endpoint under the approved Phase 2 and Phase 5 feed policy.
/feed/rss/,/feed/,exact-equivalent,approved,Thomas Theunen,Legacy feed variant consolidates to the canonical /feed/ endpoint approved in RHI-013; redirect directly with no chain. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because this legacy RSS endpoint variant resolves to the same canonical site feed served at /feed/.
/how-to-set-up-the-ecdn-for-staging-in-salesforce-b2c-commerce-cloud/,/how-to-set-up-the-ecdn-in-sfcc-staging/,exact-equivalent,approved,Thomas Theunen,"Legacy staging eCDN slug is already rewritten to the canonical SFCC staging article; merge to avoid a duplicate keep route. RHI-064 review: Approved as exact-equivalent because the legacy path and destination represent the same surviving page content, with only the canonical Hugo slug changing."
/rss/,/feed/,exact-equivalent,approved,Thomas Theunen,Legacy RSS endpoint consolidates to the canonical /feed/ endpoint approved in RHI-013 and confirmed in RHI-063. RHI-064 review: Approved as exact-equivalent because this legacy RSS endpoint variant resolves to the same canonical site feed served at /feed/.
