audit_id,audit_run_id,audit_date,article_url,source_file,signals,live_h1,local_h1,text_similarity,heading_similarity,code_similarity,baseline_delta_status,manual_verification_status,overall_result,severity,finding_classification,summary,recommended_action,evidence
RHI-RERUN-103,phase-8-rerun-2026-03-16,2026-03-16,/sfcc-24-1-release-a-new-year-update/,src/content/posts/sfcc-24-1-release-a-new-year-update/index.md,release-notes|content-insertions,Commerce Cloud 24.1 Release: A New Year Update,Commerce Cloud 24.1 Release: A New Year Update,0.901,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.901; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-104,phase-8-rerun-2026-03-16,2026-03-16,/sfcc-basket-order-erd/,src/content/posts/sfcc-basket-order-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Basket & Order ERD,Salesforce B2C Commerce Cloud Basket & Order ERD,0.897,0.333,1.000,regressed,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.897; heading_similarity=0.333; code_similarity=1; raw_url_diff=0.
RHI-RERUN-105,phase-8-rerun-2026-03-16,2026-03-16,/sfcc-introduction/,src/content/posts/sfcc-introduction/index.md,introduction|title-drift|presentation-drift,B2C Commerce Cloud Introduction: Exploring Features & Tech Stacks,B2C Commerce Cloud: Features and Tech Stacks,0.939,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: B2C Commerce Cloud Introduction: Exploring Features & Tech Stacks; Local H1: B2C Commerce Cloud: Features and Tech Stacks; text_similarity=0.939; code_similarity=1.
RHI-RERUN-106,phase-8-rerun-2026-03-16,2026-03-16,/sfcc-url-cracking-the-code/,src/content/posts/sfcc-url-cracking-the-code/index.md,code-heavy|url-examples,The Salesforce B2C Commerce Cloud URL: Cracking the Code,The Salesforce B2C Commerce Cloud URL: Cracking the Code,0.957,1.000,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,"local-only visible URLs: https://www.example.com/blog/2021/post-title"">"
RHI-RERUN-107,phase-8-rerun-2026-03-16,2026-03-16,/should-i-get-javascript-developer-i-certified/,src/content/posts/should-i-get-javascript-developer-i-certified/index.md,certification|body-parity,Should I get JavaScript Developer I certified?,Should I get JavaScript Developer I certified?,0.910,0.333,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.333
RHI-RERUN-108,phase-8-rerun-2026-03-16,2026-03-16,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,src/content/posts/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.md,architecture|headless|title-drift,Should I use SFRA controller REST endpoints in a Composable Storefront project?,Use SFRA REST Endpoints in a Composable Storefront?,0.939,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Should I use SFRA controller REST endpoints in a Composable Storefront project?; Local H1: Use SFRA REST Endpoints in a Composable Storefront?; text_similarity=0.939; code_similarity=1.
RHI-RERUN-109,phase-8-rerun-2026-03-16,2026-03-16,/simplifying-the-salesforce-order-of-execution/,src/content/posts/simplifying-the-salesforce-order-of-execution/index.md,salesforce-platform|presentation-drift,Simplifying the Salesforce Order of Execution,Simplifying the Salesforce Order of Execution,0.949,0.733,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.733
RHI-RERUN-110,phase-8-rerun-2026-03-16,2026-03-16,/sitegenesis-vs-sfra-vs-pwa/,src/content/posts/sitegenesis-vs-sfra-vs-pwa/index.md,longform|architecture,SiteGenesis vs SFRA vs PWA,SiteGenesis vs SFRA vs PWA,0.939,0.882,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.939; heading_similarity=0.882; code_similarity=1; raw_url_diff=0.
RHI-RERUN-111,phase-8-rerun-2026-03-16,2026-03-16,/slas-in-sfra-or-sitegenesis/,src/content/posts/slas-in-sfra-or-sitegenesis/index.md,code-heavy|slas|hybrid-auth,Session Sync Showdown: From plugin_slas to Native Hybrid Auth in SFRA and SiteGenesis,SLAS Session Sync in SFRA and SiteGenesis,0.966,0.556,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Session Sync Showdown: From plugin_slas to Native Hybrid Auth in SFRA and SiteGenesis; Local H1: SLAS Session Sync in SFRA and SiteGenesis; additional signals: heading drift 0.556.
RHI-RERUN-112,phase-8-rerun-2026-03-16,2026-03-16,/slicing-versus-variation-groups-in-sfcc/,src/content/posts/slicing-versus-variation-groups-in-sfcc/index.md,architecture|body-parity,Slicing versus Variation Groups in Commerce Cloud,Slicing versus Variation Groups in Commerce Cloud,0.944,0.429,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.429
RHI-RERUN-113,phase-8-rerun-2026-03-16,2026-03-16,/storefront-protection-in-the-pwa-kit/,src/content/posts/storefront-protection-in-the-pwa-kit/index.md,operations|security|body-parity,Storefront Protection For Your Composable Storefront,Storefront Protection For Your Composable Storefront,0.969,0.556,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.556
RHI-RERUN-114,phase-8-rerun-2026-03-16,2026-03-16,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,src/content/posts/submit-multipart-form-data-to-a-third-party-service-in-sfcc/index.md,code-heavy|multipart-upload,Submit “multipart/form-data” to a third-party service in SFCC,Submit multipart/form-data in SFCC,0.946,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Submit “multipart/form-data” to a third-party service in SFCC; Local H1: Submit multipart/form-data in SFCC; text_similarity=0.946; code_similarity=1.
RHI-RERUN-115,phase-8-rerun-2026-03-16,2026-03-16,/submitting-a-file-to-a-third-party-service-in-sfcc/,src/content/posts/submitting-a-file-to-a-third-party-service-in-sfcc/index.md,code-heavy|service-integration,Submitting a file to a third party service in SFCC,Submitting a file to a third party service in SFCC,0.931,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.931; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-116,phase-8-rerun-2026-03-16,2026-03-16,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,src/content/posts/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.md,code-heavy|meta-rules|inline-code,Taming the Beast: A Developer’s Deep Dive into SFCC Meta Tag Rules,Deep Dive into SFCC Meta Tag Rules,0.933,0.821,1.000,regressed,deterministic,needs-review,medium,title-and-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://www.gooutdoors.com/images/products/large/PROD12345_1.jpg> | https://salesforcecommercecloud.github.io/b2c-dev-doc/docs/current/scriptapi/html/api/class_dw_web_PageMetaData.html#dw_web_PageMetaData_isPageMetaTagSet_String_DetailAnchor
RHI-RERUN-117,phase-8-rerun-2026-03-16,2026-03-16,/the-attribute-fallback-system-in-sfcc/,src/content/posts/the-attribute-fallback-system-in-sfcc/index.md,architecture|title-drift|variation-groups,Variation Groups 101: The attribute fallback system in Commerce Cloud,Attribute Fallback in SFCC Variation Groups,0.929,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Variation Groups 101: The attribute fallback system in Commerce Cloud; Local H1: Attribute Fallback in SFCC Variation Groups; text_similarity=0.929; code_similarity=1.
RHI-RERUN-118,phase-8-rerun-2026-03-16,2026-03-16,/the-b2c-commerce-architect-certification/,src/content/posts/the-b2c-commerce-architect-certification/index.md,certification|title-drift|presentation-drift,B2C Commerce Architect Certification: A Complete Guide to Preparation,B2C Commerce Architect Certification Guide,0.925,0.455,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: B2C Commerce Architect Certification: A Complete Guide to Preparation; Local H1: B2C Commerce Architect Certification Guide; additional signals: heading drift 0.455.
RHI-RERUN-119,phase-8-rerun-2026-03-16,2026-03-16,/the-createorders-api-in-sfcc/,src/content/posts/the-createorders-api-in-sfcc/index.md,code-heavy|api-auth,Effortlessly Create External Orders in Salesforce Commerce Cloud,Create External Orders in SFCC with createOrders,0.916,1.000,1.000,regressed,deterministic,needs-review,medium,title-and-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://{shortCode}.api.commercecloud.salesforce.com/shopper/auth/v1/organizations/{organizationId}/oauth2/trusted-system/token> | https://{shortCode}.api.commercecloud.salesforce.com/checkout/orders/v1/organizations/{organizationId}/orders>
RHI-RERUN-120,phase-8-rerun-2026-03-16,2026-03-16,/the-deprecation-of-the-uuid-token-for-api-clients/,src/content/posts/the-deprecation-of-the-uuid-token-for-api-clients/index.md,code-heavy|jwt|api-auth,The deprecation of the UUID Token for API Clients,The deprecation of the UUID Token for API Clients,0.951,0.077,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.077
RHI-RERUN-121,phase-8-rerun-2026-03-16,2026-03-16,/the-importance-of-origin-shielding/,src/content/posts/the-importance-of-origin-shielding/index.md,architecture|title-drift,The importance of Origin Shielding and your Commerce Cloud instance,Origin Shielding in Commerce Cloud,0.954,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: The importance of Origin Shielding and your Commerce Cloud instance; Local H1: Origin Shielding in Commerce Cloud; text_similarity=0.954; code_similarity=1.
RHI-RERUN-122,phase-8-rerun-2026-03-16,2026-03-16,/the-journey-from-developer-to-architect/,src/content/posts/the-journey-from-developer-to-architect/index.md,career|architecture|body-parity,The journey from developer to architect,The journey from developer to architect,0.925,0.857,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.925; heading_similarity=0.857; code_similarity=1; raw_url_diff=0.
RHI-RERUN-123,phase-8-rerun-2026-03-16,2026-03-16,/the-latest-in-sfcc-version-24-7/,src/content/posts/the-latest-in-sfcc-version-24-7/index.md,release-notes|code-light,The Latest in B2C Commerce: Version 24.7 Focuses on Speed and Security,SFCC 24.7 Release Focused on Speed and Security,0.923,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: The Latest in B2C Commerce: Version 24.7 Focuses on Speed and Security; Local H1: SFCC 24.7 Release Focused on Speed and Security; text_similarity=0.923; code_similarity=1.
RHI-RERUN-124,phase-8-rerun-2026-03-16,2026-03-16,/the-move-from-on-site-to-remote/,src/content/posts/the-move-from-on-site-to-remote/index.md,career|remote-work|body-parity,The move from on-site to remote,The move from on-site to remote,0.936,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.936; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-125,phase-8-rerun-2026-03-16,2026-03-16,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,src/content/posts/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.md,architecture|headless|title-drift,The move from SiteGenesis and SFRA to the Composable Storefront as a developer,Moving from SiteGenesis and SFRA to Composable Storefront,0.935,0.714,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: The move from SiteGenesis and SFRA to the Composable Storefront as a developer; Local H1: Moving from SiteGenesis and SFRA to Composable Storefront; additional signals: heading drift 0.714.
RHI-RERUN-126,phase-8-rerun-2026-03-16,2026-03-16,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,src/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site/index.md,longform|architecture|migration,The Realm Split: A Developer’s Field Guide to Migrating an SFCC Site,Realm Split Guide for Migrating an SFCC Site,0.881,1.000,1.000,regressed,automated-flag,needs-review,medium,title-and-body-drift,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.881; title/H1 drift
RHI-RERUN-127,phase-8-rerun-2026-03-16,2026-03-16,/the-request-body-in-an-sfcc-controller/,src/content/posts/the-request-body-in-an-sfcc-controller/index.md,code-heavy|controller-basics,How to retrieve the Request Body in an SFCC Controller easily,Get the Request Body in an SFCC Controller,0.983,0.714,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: How to retrieve the Request Body in an SFCC Controller easily; Local H1: Get the Request Body in an SFCC Controller; additional signals: heading drift 0.714.
RHI-RERUN-128,phase-8-rerun-2026-03-16,2026-03-16,/the-salesforce-b2c-commerce-cloud-environment/,src/content/posts/the-salesforce-b2c-commerce-cloud-environment/index.md,code-light|environment-architecture,Let’s GO-LIVE: The Salesforce B2C Commerce Cloud Environment,Let’s GO-LIVE: The Salesforce B2C Commerce Cloud Environment,0.880,1.000,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.880
RHI-RERUN-129,phase-8-rerun-2026-03-16,2026-03-16,/the-sfcc-guide-to-finding-pod-numbers/,src/content/posts/the-sfcc-guide-to-finding-pod-numbers/index.md,code-heavy|placeholder-url|ops-guidance,The Ultimate SFCC Guide to Finding Your POD Number,The Ultimate SFCC Guide to Finding Your POD Number,0.939,0.846,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://logcenter-<POD-No><Cylinder>-hippo.demandware.net/logcenter
RHI-RERUN-130,phase-8-rerun-2026-03-16,2026-03-16,/the-state-of-ohana-for-salesforce-commerce-cloud/,src/content/posts/the-state-of-ohana-for-salesforce-commerce-cloud/index.md,community|ohana|body-parity,The state of Ohana for Salesforce Commerce Cloud,The state of Ohana for Salesforce Commerce Cloud,0.995,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.995; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-131,phase-8-rerun-2026-03-16,2026-03-16,/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,src/content/posts/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/index.md,career|trailhead-academy|body-parity,The sunsetting of ARC300 (Architect B2C Commerce Solutions),The sunsetting of ARC300 (Architect B2C Commerce Solutions),0.943,0.250,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.250
RHI-RERUN-132,phase-8-rerun-2026-03-16,2026-03-16,/third-party-api-caching-in-commerce-cloud/,src/content/posts/third-party-api-caching-in-commerce-cloud/index.md,operations|caching|body-parity,Third-Party API Caching in Commerce Cloud,Third-Party API Caching in Commerce Cloud,0.932,0.846,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.932; heading_similarity=0.846; code_similarity=1; raw_url_diff=0.
RHI-RERUN-133,phase-8-rerun-2026-03-16,2026-03-16,/three-things-to-secure-sfcc/,src/content/posts/three-things-to-secure-sfcc/index.md,code-light|security|governance,Three things you can do today to secure your SFCC environment,Three Ways to Secure Your SFCC Environment,0.968,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Three things you can do today to secure your SFCC environment; Local H1: Three Ways to Secure Your SFCC Environment; text_similarity=0.968; code_similarity=1.
RHI-RERUN-134,phase-8-rerun-2026-03-16,2026-03-16,/trailblazerdx-2022-for-b2c-commerce/,src/content/posts/trailblazerdx-2022-for-b2c-commerce/index.md,community|event-guide|body-parity,TrailblazerDX 2022 for B2C Commerce,TrailblazerDX 2022 for B2C Commerce,0.951,0.909,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.951; heading_similarity=0.909; code_similarity=1; raw_url_diff=0.
RHI-RERUN-135,phase-8-rerun-2026-03-16,2026-03-16,/understanding-locale-fallback-in-sfcc/,src/content/posts/understanding-locale-fallback-in-sfcc/index.md,operations|locale-fallback|identifier-examples,Understanding Locale Fallback in Salesforce B2C Commerce Cloud,Understanding Locale Fallback in SFCC,0.936,0.750,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Understanding Locale Fallback in Salesforce B2C Commerce Cloud; Local H1: Understanding Locale Fallback in SFCC; text_similarity=0.936; code_similarity=1.
RHI-RERUN-136,phase-8-rerun-2026-03-16,2026-03-16,/understanding-sfcc-instances/,src/content/posts/understanding-sfcc-instances/index.md,architecture|instances|title-drift,Understanding Salesforce B2C Commerce Instances: A Comprehensive Guide,Understanding SFCC Instances,0.961,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Understanding Salesforce B2C Commerce Instances: A Comprehensive Guide; Local H1: Understanding SFCC Instances; text_similarity=0.961; code_similarity=1.
RHI-RERUN-137,phase-8-rerun-2026-03-16,2026-03-16,/unravelling-the-mystery-of-dates-in-the-ocapi/,src/content/posts/unravelling-the-mystery-of-dates-in-the-ocapi/index.md,code-heavy|query-filters,Unravelling the mystery of dates in the OCAPI,Unravelling the mystery of dates in the OCAPI,0.924,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.924; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-138,phase-8-rerun-2026-03-16,2026-03-16,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,src/content/posts/what-can-i-use-chatgpt-for-when-working-with-salesforce/index.md,ai|salesforce|body-parity,What can I use ChatGPT for when working with Salesforce?,What can I use ChatGPT for when working with Salesforce?,0.933,0.818,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.933; heading_similarity=0.818; code_similarity=1; raw_url_diff=0.
RHI-RERUN-139,phase-8-rerun-2026-03-16,2026-03-16,/what-does-the-composable-storefront-mean-for-sfcc-developers/,src/content/posts/what-does-the-composable-storefront-mean-for-sfcc-developers/index.md,architecture|headless|title-drift,What does the Composable Storefront mean for SFCC Developers?,What Composable Storefront Means for SFCC Developers,0.908,0.727,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: What does the Composable Storefront mean for SFCC Developers?; Local H1: What Composable Storefront Means for SFCC Developers; additional signals: heading drift 0.727.
RHI-RERUN-140,phase-8-rerun-2026-03-16,2026-03-16,/what-is-commerce-on-core/,src/content/posts/what-is-commerce-on-core/index.md,architecture|platform-direction|body-parity,What is Salesforce B2C Commerce on Core?,What is Salesforce B2C Commerce on Core?,0.886,0.394,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.886; heading drift 0.394
RHI-RERUN-141,phase-8-rerun-2026-03-16,2026-03-16,/what-is-new-in-sfcc-24-6/,src/content/posts/what-is-new-in-sfcc-24-6/index.md,release-notes|sftp-algorithms|baseline-sensitive,What is new in Salesforce Commerce Cloud 24.6?,What is new in Salesforce Commerce Cloud 24.6?,0.921,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.921; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-142,phase-8-rerun-2026-03-16,2026-03-16,/what-is-new-in-the-23-8-commerce-cloud-release/,src/content/posts/what-is-new-in-the-23-8-commerce-cloud-release/index.md,release-notes|api-attributes|endpoint-tokens,What is new in the 23.8 Commerce Cloud release?,What is new in the 23.8 Commerce Cloud release?,0.937,1.000,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://www.rhino-inquisitor.com/wp-content/uploads/2023/07/Cookie-Support-Demo.mp4
RHI-RERUN-143,phase-8-rerun-2026-03-16,2026-03-16,/what-is-oci-omnichannel-inventory/,src/content/posts/what-is-oci-omnichannel-inventory/index.md,operations|inventory|body-parity,What is OCI (Omnichannel Inventory),What is OCI (Omnichannel Inventory),0.879,0.538,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.879; heading drift 0.538
RHI-RERUN-144,phase-8-rerun-2026-03-16,2026-03-16,/what-is-the-ocapi-session-bridge/,src/content/posts/what-is-the-ocapi-session-bridge/index.md,code-heavy|api-config,What is the OCAPI session bridge?,What is the OCAPI session bridge?,0.939,0.692,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.692
RHI-RERUN-145,phase-8-rerun-2026-03-16,2026-03-16,/what-is-the-sfcc-managed-runtime/,src/content/posts/what-is-the-sfcc-managed-runtime/index.md,headless|managed-runtime|body-parity,What is the Salesforce B2C Commerce Cloud Managed Runtime?,What is the Salesforce B2C Commerce Cloud Managed Runtime?,0.911,0.500,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.500
RHI-RERUN-146,phase-8-rerun-2026-03-16,2026-03-16,/what-skills-do-i-need-as-a-sfcc-architect/,src/content/posts/what-skills-do-i-need-as-a-sfcc-architect/index.md,architecture|career|title-drift,What skills do I need as a Salesforce Commerce Cloud Architect?,Skills You Need as an SFCC Architect,0.923,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: What skills do I need as a Salesforce Commerce Cloud Architect?; Local H1: Skills You Need as an SFCC Architect; text_similarity=0.923; code_similarity=1.
RHI-RERUN-147,phase-8-rerun-2026-03-16,2026-03-16,/where-is-the-new-sfcc-documentation/,src/content/posts/where-is-the-new-sfcc-documentation/index.md,documentation|platform-change|body-parity,Where can I find the new SFCC Documentation?,Where can I find the new SFCC Documentation?,0.884,1.000,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.884
RHI-RERUN-148,phase-8-rerun-2026-03-16,2026-03-16,/where-to-hook-into-an-sfra-controller/,src/content/posts/where-to-hook-into-an-sfra-controller/index.md,code-heavy|controller-hooks,Where can you “hook” into an SFRA request or controller?,"Where can you ""hook"" into an SFRA request or controller?",0.914,0.833,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.914; heading_similarity=0.833; code_similarity=1; raw_url_diff=0.
RHI-RERUN-149,phase-8-rerun-2026-03-16,2026-03-16,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,src/content/posts/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.md,onboarding|title-drift,Where to start when you are new to Salesforce B2C Commerce Cloud development?,Where to Start with SFCC Development,0.960,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Where to start when you are new to Salesforce B2C Commerce Cloud development?; Local H1: Where to Start with SFCC Development; text_similarity=0.96; code_similarity=1.
RHI-RERUN-150,phase-8-rerun-2026-03-16,2026-03-16,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,src/content/posts/why-circumventing-sfcc-quota-limits-is-a-bad-idea/index.md,code-heavy|quota-guidance,Why Circumventing Salesforce B2C Commerce Cloud Quota Limits Is a Bad Idea,Why Bypassing SFCC Quota Limits Backfires,0.968,1.000,1.000,regressed,confirmed,needs-review,medium,title-h1-drift,The code-block count alert is a false positive caused by an empty live block; the remaining observable difference is the shorter local H1.,Decide whether the shorter local H1 should be accepted or aligned to live.,Live pre count is 2 because one extracted `<pre>` is empty; the non-empty UnlimitedArray example matches local. Live H1 is `Why Circumventing Salesforce B2C Commerce Cloud Quota Limits Is a Bad Idea`; local H1 is `Why Bypassing SFCC Quota Limits Backfires`.
RHI-RERUN-151,phase-8-rerun-2026-03-16,2026-03-16,/your-definitive-mobile-app-checklist/,src/content/posts/your-definitive-mobile-app-checklist/index.md,code-heavy|scapi|slas|checklist,The Headless Go-Live Gauntlet: Your Definitive SCAPI & SLAS Mobile App Checklist,Mobile App Launch Checklist for Commerce Teams,0.922,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: The Headless Go-Live Gauntlet: Your Definitive SCAPI & SLAS Mobile App Checklist; Local H1: Mobile App Launch Checklist for Commerce Teams; text_similarity=0.922; code_similarity=1.
